id,duration,timeLoss,depart,arrival,departLane
v2127,146.00,111.62,2682.00,2828.00,E1_0
v2141,176.00,141.15,2652.00,2828.00,E5_0
v2126,149.00,114.63,2679.00,2828.00,E1_0
v2142,174.00,139.16,2655.00,2829.00,E5_0
v2143,172.00,136.97,2658.00,2830.00,E5_0
v2144,170.00,135.61,2661.00,2831.00,E5_0
v2226,84.00,45.47,2763.00,2847.00,E3_0
v2225,87.00,48.05,2760.00,2847.00,E3_0
v2250,85.00,46.40,2763.00,2848.00,E7_0
v2249,88.00,48.94,2760.00,2848.00,E7_0
v2228,80.00,41.28,2769.00,2849.00,E3_0
v2227,83.00,44.01,2766.00,2849.00,E3_0
v2252,81.00,42.24,2769.00,2850.00,E7_0
v2251,84.00,44.97,2766.00,2850.00,E7_0
v2230,76.00,37.13,2775.00,2851.00,E3_0
v2229,79.00,40.41,2772.00,2851.00,E3_0
v2254,77.00,38.03,2775.00,2852.00,E7_0
v2253,80.00,41.04,2772.00,2852.00,E7_0
v2232,72.00,33.31,2781.00,2853.00,E3_0
v2231,75.00,36.17,2778.00,2853.00,E3_0
v2256,73.00,33.95,2781.00,2854.00,E7_0
v2255,76.00,37.06,2778.00,2854.00,E7_0
v2161,174.00,138.82,2700.00,2874.00,E1_0
v2128,189.00,153.79,2685.00,2874.00,E1_0
v2146,208.00,173.40,2667.00,2875.00,E5_0
v2145,211.00,176.04,2664.00,2875.00,E5_0
v2163,170.00,135.05,2706.00,2876.00,E1_0
v2162,173.00,138.00,2703.00,2876.00,E1_0
v2148,204.00,169.51,2673.00,2877.00,E5_0
v2147,207.00,171.88,2670.00,2877.00,E5_0
v2165,166.00,131.03,2712.00,2878.00,E1_0
v2164,169.00,133.97,2709.00,2878.00,E1_0
v2150,200.00,165.36,2679.00,2879.00,E5_0
v2149,203.00,167.79,2676.00,2879.00,E5_0
v2167,162.00,127.11,2718.00,2880.00,E1_0
v2166,165.00,129.87,2715.00,2880.00,E1_0
v2152,196.00,161.23,2685.00,2881.00,E5_0
v2151,199.00,164.13,2682.00,2881.00,E5_0
v2169,158.00,122.86,2724.00,2882.00,E1_0
v2168,161.00,125.89,2721.00,2882.00,E1_0
v2186,180.00,145.12,2703.00,2883.00,E5_0
v2185,183.00,148.12,2700.00,2883.00,E5_0
v2171,154.00,118.72,2730.00,2884.00,E1_0
v2170,157.00,121.89,2727.00,2884.00,E1_0
v2173,149.00,114.56,2736.00,2885.00,E1_0
v2188,176.00,140.85,2709.00,2885.00,E5_0
v2187,179.00,144.14,2706.00,2885.00,E5_0
v2172,152.00,117.59,2733.00,2885.00,E1_0
v2189,175.00,140.62,2711.00,2886.00,E5_0
v2190,173.00,137.95,2714.00,2887.00,E5_0
v2274,82.00,43.52,2823.00,2905.00,E3_0
v2273,85.00,46.01,2820.00,2905.00,E3_0
v2298,83.00,44.66,2823.00,2906.00,E7_0
v2297,86.00,47.42,2820.00,2906.00,E7_0
v2276,78.00,39.34,2829.00,2907.00,E3_0
v2275,81.00,41.90,2826.00,2907.00,E3_0
v2300,79.00,40.56,2829.00,2908.00,E7_0
v2299,82.00,43.15,2826.00,2908.00,E7_0
v2277,76.00,37.68,2832.00,2908.00,E3_0
v2278,74.00,35.32,2835.00,2909.00,E3_0
v2302,75.00,36.67,2835.00,2910.00,E7_0
v2301,78.00,39.02,2832.00,2910.00,E7_0
v2279,72.00,33.38,2838.00,2910.00,E3_0
v2280,70.00,31.27,2841.00,2911.00,E3_0
v2303,74.00,35.79,2837.00,2911.00,E7_0
v2304,71.00,32.55,2841.00,2912.00,E7_0
v2175,189.00,154.60,2742.00,2931.00,E1_0
v2174,193.00,157.68,2739.00,2932.00,E1_0
v2209,173.00,138.54,2760.00,2933.00,E1_0
v2191,216.00,181.37,2717.00,2933.00,E5_0
v2192,213.00,178.42,2720.00,2933.00,E5_0
v2176,189.00,153.69,2745.00,2934.00,E1_0
v2211,169.00,134.56,2766.00,2935.00,E1_0
v2194,209.00,174.19,2726.00,2935.00,E5_0
v2193,212.00,177.39,2723.00,2935.00,E5_0
v2210,172.00,137.63,2763.00,2935.00,E1_0
v2213,165.00,130.36,2772.00,2937.00,E1_0
v2196,205.00,169.95,2732.00,2937.00,E5_0
v2195,208.00,173.25,2729.00,2937.00,E5_0
v2212,168.00,133.43,2769.00,2937.00,E1_0
v2215,161.00,126.16,2778.00,2939.00,E1_0
v2198,201.00,165.78,2738.00,2939.00,E5_0
v2197,204.00,169.42,2735.00,2939.00,E5_0
v2214,164.00,129.20,2775.00,2939.00,E1_0
v2200,196.00,161.52,2744.00,2940.00,E5_0
v2217,157.00,122.07,2784.00,2941.00,E1_0
v2199,200.00,165.18,2741.00,2941.00,E5_0
v2216,160.00,125.07,2781.00,2941.00,E1_0
v2234,179.00,144.37,2763.00,2942.00,E5_0
v2219,153.00,118.01,2790.00,2943.00,E1_0
v2233,183.00,148.03,2760.00,2943.00,E5_0
v2218,156.00,120.86,2787.00,2943.00,E1_0
v2236,173.00,137.91,2772.00,2945.00,E5_0
v2235,181.00,145.84,2764.00,2945.00,E5_0
v2322,79.00,40.79,2883.00,2962.00,E3_0
v2321,83.00,44.60,2880.00,2963.00,E3_0
v2346,81.00,41.96,2883.00,2964.00,E7_0
v2345,84.00,45.00,2880.00,2964.00,E7_0
v2323,79.00,40.42,2886.00,2965.00,E3_0
v2324,76.00,37.05,2889.00,2965.00,E3_0
v2326,71.00,32.79,2895.00,2966.00,E3_0
v2348,77.00,37.94,2889.00,2966.00,E7_0
v2347,80.00,41.12,2886.00,2966.00,E7_0
v2325,75.00,36.22,2892.00,2967.00,E3_0
v2350,72.00,33.75,2895.00,2967.00,E7_0
v2328,67.00,28.59,2901.00,2968.00,E3_0
v2349,76.00,37.21,2892.00,2968.00,E7_0
v2327,71.00,31.96,2898.00,2969.00,E3_0
v2352,68.00,29.75,2901.00,2969.00,E7_0
v2351,72.00,32.96,2898.00,2970.00,E7_0
v2220,196.00,161.37,2793.00,2989.00,E1_0
v2221,194.00,158.74,2796.00,2990.00,E1_0
v2223,189.00,154.37,2802.00,2991.00,E1_0
v2238,213.00,177.75,2778.00,2991.00,E5_0
v2237,216.00,181.12,2775.00,2991.00,E5_0
v2222,192.00,157.18,2799.00,2991.00,E1_0
v2257,173.00,138.53,2820.00,2993.00,E1_0
v2240,209.00,174.29,2784.00,2993.00,E5_0
v2239,212.00,177.44,2781.00,2993.00,E5_0
v2224,188.00,152.99,2805.00,2993.00,E1_0
v2259,169.00,134.21,2826.00,2995.00,E1_0
v2242,205.00,170.13,2790.00,2995.00,E5_0
v2241,208.00,173.45,2787.00,2995.00,E5_0
v2258,172.00,137.14,2823.00,2995.00,E1_0
v2261,165.00,130.53,2832.00,2997.00,E1_0
v2244,201.00,166.11,2796.00,2997.00,E5_0
v2243,204.00,169.34,2793.00,2997.00,E5_0
v2260,168.00,132.94,2829.00,2997.00,E1_0
v2263,161.00,126.29,2838.00,2999.00,E1_0
v2246,197.00,162.29,2802.00,2999.00,E5_0
v2245,200.00,165.16,2799.00,2999.00,E5_0
v2262,164.00,129.14,2835.00,2999.00,E1_0
v2265,157.00,122.20,2844.00,3001.00,E1_0
v2248,193.00,158.13,2808.00,3001.00,E5_0
v2247,196.00,161.01,2805.00,3001.00,E5_0
v2264,160.00,125.05,2841.00,3001.00,E1_0
v2282,174.00,139.20,2829.00,3003.00,E5_0
v2281,183.00,147.89,2820.00,3003.00,E5_0
v2370,78.00,39.06,2943.00,3021.00,E3_0
v2369,81.00,41.91,2940.00,3021.00,E3_0
v2372,74.00,35.79,2948.00,3022.00,E3_0
v2394,79.00,40.24,2943.00,3022.00,E7_0
v2371,77.00,38.81,2945.00,3022.00,E3_0
v2393,83.00,43.95,2940.00,3023.00,E7_0
v2395,78.00,39.64,2946.00,3024.00,E7_0
v2396,75.00,36.39,2949.00,3024.00,E7_0
v2374,70.00,31.17,2955.00,3025.00,E3_0
v2373,73.00,33.98,2952.00,3025.00,E3_0
v2397,74.00,35.56,2952.00,3026.00,E7_0
v2398,71.00,32.24,2955.00,3026.00,E7_0
v2375,68.00,29.81,2958.00,3026.00,E3_0
v2376,66.00,27.00,2961.00,3027.00,E3_0
v2399,70.00,31.38,2958.00,3028.00,E7_0
v2400,67.00,28.05,2961.00,3028.00,E7_0
v2267,197.00,162.37,2850.00,3047.00,E1_0
v2266,201.00,165.85,2847.00,3048.00,E1_0
v2284,213.00,178.61,2836.00,3049.00,E5_0
v2269,193.00,158.13,2856.00,3049.00,E1_0
v2283,216.00,180.96,2833.00,3049.00,E5_0
v2268,196.00,161.59,2853.00,3049.00,E1_0
v2286,209.00,174.55,2842.00,3051.00,E5_0
v2271,189.00,154.44,2862.00,3051.00,E1_0
v2285,212.00,177.28,2839.00,3051.00,E5_0
v2270,192.00,157.36,2859.00,3051.00,E1_0
v2288,205.00,170.36,2848.00,3053.00,E5_0
v2305,173.00,138.12,2880.00,3053.00,E1_0
v2287,208.00,173.09,2845.00,3053.00,E5_0
v2272,188.00,153.45,2865.00,3053.00,E1_0
v2290,201.00,166.19,2854.00,3055.00,E5_0
v2307,169.00,134.12,2886.00,3055.00,E1_0
v2289,204.00,168.78,2851.00,3055.00,E5_0
v2306,172.00,137.46,2883.00,3055.00,E1_0
v2292,197.00,161.90,2860.00,3057.00,E5_0
v2309,165.00,129.89,2892.00,3057.00,E1_0
v2291,200.00,164.98,2857.00,3057.00,E5_0
v2308,168.00,133.27,2889.00,3057.00,E1_0
v2294,192.00,157.72,2866.00,3058.00,E5_0
v2311,161.00,125.73,2898.00,3059.00,E1_0
v2293,196.00,160.80,2863.00,3059.00,E5_0
v2310,164.00,129.13,2895.00,3059.00,E1_0
v2296,188.00,153.30,2872.00,3060.00,E5_0
v2295,191.00,156.53,2869.00,3060.00,E5_0
v2313,157.00,121.70,2904.00,3061.00,E1_0
v2418,75.00,36.84,3003.00,3078.00,E3_0
v2417,78.00,39.76,3000.00,3078.00,E3_0
v2420,71.00,32.79,3009.00,3080.00,E3_0
v2442,77.00,38.34,3003.00,3080.00,E7_0
v2441,81.00,42.13,3000.00,3081.00,E7_0
v2419,75.00,35.95,3006.00,3081.00,E3_0
v2444,73.00,34.42,3009.00,3082.00,E7_0
v2443,77.00,38.00,3006.00,3083.00,E7_0
v2422,67.00,28.11,3016.00,3083.00,E3_0
v2421,71.00,32.43,3012.00,3083.00,E3_0
v2445,72.00,33.81,3012.00,3084.00,E7_0
v2446,69.00,30.21,3015.00,3084.00,E7_0
v2424,63.00,24.12,3022.00,3085.00,E3_0
v2423,66.00,27.46,3019.00,3085.00,E3_0
v2447,68.00,29.76,3018.00,3086.00,E7_0
v2448,65.00,26.06,3021.00,3086.00,E7_0
v2315,196.00,160.74,2910.00,3106.00,E1_0
v2312,205.00,169.69,2901.00,3106.00,E1_0
v2330,221.00,186.38,2886.00,3107.00,E5_0
v2317,191.00,156.45,2916.00,3107.00,E1_0
v2329,227.00,192.36,2880.00,3107.00,E5_0
v2314,200.00,165.40,2907.00,3107.00,E1_0
v2332,217.00,182.31,2892.00,3109.00,E5_0
v2319,187.00,152.49,2922.00,3109.00,E1_0
v2331,220.00,185.12,2889.00,3109.00,E5_0
v2316,196.00,161.15,2913.00,3109.00,E1_0
v2333,216.00,181.31,2895.00,3111.00,E5_0
v2353,171.00,136.26,2940.00,3111.00,E1_0
v2334,213.00,178.08,2898.00,3111.00,E5_0
v2318,192.00,157.31,2919.00,3111.00,E1_0
v2335,212.00,177.24,2901.00,3113.00,E5_0
v2355,167.00,132.04,2946.00,3113.00,E1_0
v2336,209.00,173.87,2904.00,3113.00,E5_0
v2320,188.00,153.31,2925.00,3113.00,E1_0
v2337,208.00,173.12,2907.00,3115.00,E5_0
v2357,163.00,127.74,2952.00,3115.00,E1_0
v2338,205.00,170.01,2910.00,3115.00,E5_0
v2354,172.00,137.09,2943.00,3115.00,E1_0
v2359,158.00,123.56,2958.00,3116.00,E1_0
v2339,204.00,168.87,2913.00,3117.00,E5_0
v2340,201.00,165.97,2916.00,3117.00,E5_0
v2356,168.00,133.08,2949.00,3117.00,E1_0
v2342,196.00,161.61,2922.00,3118.00,E5_0
v2341,200.00,164.81,2919.00,3119.00,E5_0
v2361,155.00,120.17,2964.00,3119.00,E1_0
v2466,73.00,34.51,3063.00,3136.00,E3_0
v2465,77.00,38.02,3060.00,3137.00,E3_0
v2490,75.00,36.09,3063.00,3138.00,E7_0
v2489,78.00,39.21,3060.00,3138.00,E7_0
v2468,70.00,30.99,3069.00,3139.00,E3_0
v2467,73.00,34.03,3066.00,3139.00,E3_0
v2470,65.00,26.81,3075.00,3140.00,E3_0
v2492,71.00,31.93,3069.00,3140.00,E7_0
v2491,74.00,35.13,3066.00,3140.00,E7_0
v2469,69.00,30.37,3072.00,3141.00,E3_0
v2472,61.00,22.64,3081.00,3142.00,E3_0
v2494,67.00,27.93,3075.00,3142.00,E7_0
v2493,70.00,31.81,3072.00,3142.00,E7_0
v2471,65.00,26.47,3078.00,3143.00,E3_0
v2496,63.00,24.02,3081.00,3144.00,E7_0
v2495,66.00,27.55,3078.00,3144.00,E7_0
v2358,209.00,174.18,2955.00,3164.00,E1_0
v2363,194.00,158.91,2970.00,3164.00,E1_0
v2343,241.00,206.13,2924.00,3165.00,E5_0
v2344,221.00,186.03,2944.00,3165.00,E5_0
v2360,205.00,169.95,2961.00,3166.00,E1_0
v2365,190.00,154.77,2976.00,3166.00,E1_0
v2377,220.00,185.12,2947.00,3167.00,E5_0
v2378,217.00,182.14,2950.00,3167.00,E5_0
v2362,201.00,165.89,2967.00,3168.00,E1_0
v2367,186.00,150.74,2982.00,3168.00,E1_0
v2364,196.00,161.60,2973.00,3169.00,E1_0
v2368,184.00,149.39,2985.00,3169.00,E1_0
v2380,213.00,178.20,2956.00,3169.00,E5_0
v2379,216.00,180.85,2953.00,3169.00,E5_0
v2366,192.00,157.46,2979.00,3171.00,E1_0
v2403,165.00,130.18,3006.00,3171.00,E1_0
v2382,209.00,174.33,2962.00,3171.00,E5_0
v2381,212.00,176.73,2959.00,3171.00,E5_0
v2383,207.00,172.47,2965.00,3172.00,E5_0
v2401,173.00,138.29,3000.00,3173.00,E1_0
v2405,161.00,126.10,3012.00,3173.00,E1_0
v2384,205.00,170.28,2968.00,3173.00,E5_0
v2385,203.00,168.29,2971.00,3174.00,E5_0
v2402,172.00,137.06,3003.00,3175.00,E1_0
v2407,157.00,121.89,3018.00,3175.00,E1_0
v2386,201.00,166.02,2974.00,3175.00,E5_0
v2387,199.00,164.03,2977.00,3176.00,E5_0
v2409,153.00,118.39,3024.00,3177.00,E1_0
v2388,197.00,161.91,2980.00,3177.00,E5_0
v2389,197.00,162.56,2981.00,3178.00,E5_0
v2513,74.00,35.67,3120.00,3194.00,E3_0
v2514,72.00,33.41,3123.00,3195.00,E3_0
v2538,72.00,33.76,3123.00,3195.00,E7_0
v2537,76.00,36.97,3120.00,3196.00,E7_0
v2515,70.00,31.92,3126.00,3196.00,E3_0
v2516,68.00,29.08,3129.00,3197.00,E3_0
v2540,69.00,30.23,3129.00,3198.00,E7_0
v2539,72.00,32.93,3126.00,3198.00,E7_0
v2517,66.00,27.49,3132.00,3198.00,E3_0
v2518,64.00,25.04,3135.00,3199.00,E3_0
v2520,58.00,19.76,3142.00,3200.00,E3_0
v2542,65.00,26.72,3135.00,3200.00,E7_0
v2541,68.00,28.98,3132.00,3200.00,E7_0
v2519,62.00,23.45,3138.00,3200.00,E3_0
v2543,63.00,24.68,3138.00,3201.00,E7_0
v2544,61.00,22.50,3141.00,3202.00,E7_0
v2411,190.00,155.39,3031.00,3221.00,E1_0
v2404,213.00,178.12,3009.00,3222.00,E1_0
v2413,186.00,151.37,3037.00,3223.00,E1_0
v2390,220.00,185.33,3003.00,3223.00,E5_0
v2391,218.00,182.87,3006.00,3224.00,E5_0
v2406,209.00,173.91,3015.00,3224.00,E1_0
v2415,182.00,147.00,3043.00,3225.00,E1_0
v2392,216.00,181.11,3009.00,3225.00,E5_0
v2425,214.00,178.69,3012.00,3226.00,E5_0
v2408,205.00,169.79,3021.00,3226.00,E1_0
v2410,199.00,164.47,3028.00,3227.00,E1_0
v2416,181.00,146.05,3046.00,3227.00,E1_0
v2426,212.00,176.88,3015.00,3227.00,E5_0
v2427,210.00,174.69,3018.00,3228.00,E5_0
v2412,195.00,160.40,3034.00,3229.00,E1_0
v2450,166.00,130.99,3063.00,3229.00,E1_0
v2428,208.00,172.66,3021.00,3229.00,E5_0
v2429,206.00,170.83,3024.00,3230.00,E5_0
v2431,201.00,166.60,3030.00,3231.00,E5_0
v2414,191.00,156.45,3040.00,3231.00,E1_0
v2452,162.00,126.83,3069.00,3231.00,E1_0
v2430,204.00,168.88,3027.00,3231.00,E5_0
v2432,199.00,164.60,3033.00,3232.00,E5_0
v2433,197.00,162.36,3036.00,3233.00,E5_0
v2449,173.00,138.55,3060.00,3233.00,E1_0
v2454,158.00,122.97,3075.00,3233.00,E1_0
v2434,195.00,160.55,3039.00,3234.00,E5_0
v2435,194.00,159.16,3041.00,3235.00,E5_0
v2562,70.00,31.04,3183.00,3253.00,E3_0
v2561,73.00,34.02,3180.00,3253.00,E3_0
v2585,74.00,35.18,3180.00,3254.00,E7_0
v2586,72.00,33.12,3183.00,3255.00,E7_0
v2564,66.00,27.12,3189.00,3255.00,E3_0
v2563,69.00,30.27,3186.00,3255.00,E3_0
v2588,67.00,28.80,3189.00,3256.00,E7_0
v2587,70.00,31.25,3186.00,3256.00,E7_0
v2566,62.00,23.10,3195.00,3257.00,E3_0
v2565,65.00,26.24,3192.00,3257.00,E3_0
v2590,63.00,24.78,3195.00,3258.00,E7_0
v2589,66.00,27.02,3192.00,3258.00,E7_0
v2568,58.00,19.06,3201.00,3259.00,E3_0
v2567,61.00,22.00,3198.00,3259.00,E3_0
v2592,59.00,20.56,3201.00,3260.00,E7_0
v2591,62.00,23.10,3198.00,3260.00,E7_0
v2456,198.00,163.31,3081.00,3279.00,E1_0
v2451,213.00,177.98,3066.00,3279.00,E1_0
v2458,194.00,159.39,3087.00,3281.00,E1_0
v2436,220.00,184.91,3061.00,3281.00,E5_0
v2437,216.00,181.37,3065.00,3281.00,E5_0
v2453,209.00,174.29,3072.00,3281.00,E1_0
v2460,190.00,155.21,3093.00,3283.00,E1_0
v2438,215.00,180.18,3068.00,3283.00,E5_0
v2455,205.00,170.06,3078.00,3283.00,E1_0
v2439,213.00,177.77,3071.00,3284.00,E5_0
v2462,186.00,150.94,3099.00,3285.00,E1_0
v2440,211.00,176.04,3074.00,3285.00,E5_0
v2473,208.00,173.48,3077.00,3285.00,E5_0
v2457,201.00,166.00,3084.00,3285.00,E1_0
v2464,182.00,146.93,3105.00,3287.00,E1_0
v2474,207.00,172.11,3080.00,3287.00,E5_0
v2475,204.00,169.23,3083.00,3287.00,E5_0
v2459,197.00,161.94,3090.00,3287.00,E1_0
v2497,169.00,133.82,3120.00,3289.00,E1_0
v2476,203.00,167.99,3086.00,3289.00,E5_0
v2477,200.00,165.00,3089.00,3289.00,E5_0
v2461,193.00,157.95,3096.00,3289.00,E1_0
v2499,165.00,129.97,3126.00,3291.00,E1_0
v2478,199.00,163.98,3092.00,3291.00,E5_0
v2479,196.00,160.97,3095.00,3291.00,E5_0
v2463,189.00,153.84,3102.00,3291.00,E1_0
v2480,195.00,159.72,3098.00,3293.00,E5_0
v2481,193.00,157.68,3100.00,3293.00,E5_0
v2610,67.00,28.62,3243.00,3310.00,E3_0
v2609,70.00,31.80,3240.00,3310.00,E3_0
v2634,69.00,30.52,3243.00,3312.00,E7_0
v2612,63.00,24.33,3249.00,3312.00,E3_0
v2633,72.00,33.43,3240.00,3312.00,E7_0
v2611,66.00,27.69,3246.00,3312.00,E3_0
v2636,65.00,26.44,3249.00,3314.00,E7_0
v2614,59.00,20.23,3255.00,3314.00,E3_0
v2635,68.00,29.48,3246.00,3314.00,E7_0
v2613,62.00,23.45,3252.00,3314.00,E3_0
v2638,61.00,22.33,3255.00,3316.00,E7_0
v2616,54.00,14.94,3262.00,3316.00,E3_0
v2637,64.00,25.26,3252.00,3316.00,E7_0
v2615,57.00,18.65,3259.00,3316.00,E3_0
v2640,57.00,18.11,3261.00,3318.00,E7_0
v2639,60.00,21.06,3258.00,3318.00,E7_0
v2501,205.00,170.54,3132.00,3337.00,E1_0
v2498,214.00,179.39,3123.00,3337.00,E1_0
v2503,201.00,166.54,3138.00,3339.00,E1_0
v2482,220.00,185.06,3119.00,3339.00,E5_0
v2483,217.00,181.97,3122.00,3339.00,E5_0
v2500,210.00,175.29,3129.00,3339.00,E1_0
v2505,197.00,162.35,3144.00,3341.00,E1_0
v2484,216.00,180.78,3125.00,3341.00,E5_0
v2485,213.00,178.05,3128.00,3341.00,E5_0
v2502,206.00,171.27,3135.00,3341.00,E1_0
v2507,193.00,158.25,3150.00,3343.00,E1_0
v2486,212.00,176.66,3131.00,3343.00,E5_0
v2487,209.00,174.36,3134.00,3343.00,E5_0
v2504,202.00,167.12,3141.00,3343.00,E1_0
v2488,207.00,172.57,3137.00,3344.00,E5_0
v2509,189.00,154.14,3156.00,3345.00,E1_0
v2521,205.00,170.14,3140.00,3345.00,E5_0
v2506,198.00,163.20,3147.00,3345.00,E1_0
v2522,203.00,168.40,3143.00,3346.00,E5_0
v2511,185.00,149.97,3162.00,3347.00,E1_0
v2523,201.00,166.12,3146.00,3347.00,E5_0
v2508,194.00,158.96,3153.00,3347.00,E1_0
v2524,199.00,164.15,3149.00,3348.00,E5_0
v2512,184.00,148.87,3165.00,3349.00,E1_0
v2525,197.00,162.13,3152.00,3349.00,E5_0
v2510,190.00,154.80,3159.00,3349.00,E1_0
v2526,195.00,160.04,3155.00,3350.00,E5_0
v2527,194.00,158.89,3157.00,3351.00,E5_0
v2528,176.00,141.22,3176.00,3352.00,E5_0
v2658,65.00,26.60,3303.00,3368.00,E3_0
v2657,69.00,30.09,3300.00,3369.00,E3_0
v2682,67.00,28.58,3303.00,3370.00,E7_0
v2681,71.00,31.99,3300.00,3371.00,E7_0
v2660,62.00,22.90,3309.00,3371.00,E3_0
v2659,65.00,25.93,3306.00,3371.00,E3_0
v2683,66.00,27.61,3306.00,3372.00,E7_0
v2684,63.00,24.27,3309.00,3372.00,E7_0
v2661,60.00,21.85,3312.00,3372.00,E3_0
v2662,58.00,18.99,3315.00,3373.00,E3_0
v2685,62.00,23.63,3312.00,3374.00,E7_0
v2664,53.00,14.68,3321.00,3374.00,E3_0
v2686,59.00,20.05,3315.00,3374.00,E7_0
v2663,56.00,17.73,3318.00,3374.00,E3_0
v2688,54.00,15.85,3321.00,3375.00,E7_0
v2687,58.00,19.64,3318.00,3376.00,E7_0
v2545,215.00,180.52,3180.00,3395.00,E1_0
v2546,213.00,177.82,3183.00,3396.00,E1_0
v2531,211.00,176.31,3186.00,3397.00,E5_0
v2529,217.00,181.89,3180.00,3397.00,E5_0
v2547,211.00,176.53,3186.00,3397.00,E1_0
v2548,209.00,173.83,3189.00,3398.00,E1_0
v2533,207.00,172.33,3192.00,3399.00,E5_0
v2530,216.00,180.95,3183.00,3399.00,E5_0
v2549,207.00,172.38,3192.00,3399.00,E1_0
v2550,205.00,169.66,3195.00,3400.00,E1_0
v2552,200.00,165.61,3201.00,3401.00,E1_0
v2535,203.00,168.56,3198.00,3401.00,E5_0
v2532,212.00,176.72,3189.00,3401.00,E5_0
v2551,203.00,168.35,3198.00,3401.00,E1_0
v2554,196.00,161.49,3207.00,3403.00,E1_0
v2569,199.00,164.31,3204.00,3403.00,E5_0
v2534,208.00,172.94,3195.00,3403.00,E5_0
v2553,199.00,164.15,3204.00,3403.00,E1_0
v2556,192.00,157.34,3213.00,3405.00,E1_0
v2571,195.00,160.30,3210.00,3405.00,E5_0
v2536,204.00,168.97,3201.00,3405.00,E5_0
v2555,195.00,160.48,3210.00,3405.00,E1_0
v2558,188.00,153.11,3219.00,3407.00,E1_0
v2573,192.00,157.04,3215.00,3407.00,E5_0
v2570,200.00,164.77,3207.00,3407.00,E5_0
v2557,191.00,156.72,3216.00,3407.00,E1_0
v2572,196.00,161.60,3212.00,3408.00,E5_0
v2574,192.00,157.17,3217.00,3409.00,E5_0
v2706,63.00,24.83,3363.00,3426.00,E3_0
v2705,67.00,27.99,3360.00,3427.00,E3_0
v2708,59.00,20.79,3369.00,3428.00,E3_0
v2730,65.00,26.38,3363.00,3428.00,E7_0
v2729,68.00,29.29,3360.00,3428.00,E7_0
v2707,62.00,23.72,3366.00,3428.00,E3_0
v2710,55.00,16.65,3375.00,3430.00,E3_0
v2732,61.00,22.18,3369.00,3430.00,E7_0
v2731,64.00,25.13,3366.00,3430.00,E7_0
v2709,58.00,19.58,3372.00,3430.00,E3_0
v2734,57.00,17.98,3375.00,3432.00,E7_0
v2733,60.00,21.12,3372.00,3432.00,E7_0
v2711,54.00,15.47,3378.00,3432.00,E3_0
v2712,52.00,13.05,3381.00,3433.00,E3_0
v2736,52.00,13.67,3381.00,3433.00,E7_0
v2735,56.00,17.33,3378.00,3434.00,E7_0
v2560,228.00,193.43,3225.00,3453.00,E1_0
v2559,231.00,196.50,3222.00,3453.00,E1_0
v2576,219.00,184.48,3236.00,3455.00,E5_0
v2594,212.00,177.46,3243.00,3455.00,E1_0
v2575,222.00,187.56,3233.00,3455.00,E5_0
v2593,216.00,181.00,3240.00,3456.00,E1_0
v2578,214.00,179.28,3243.00,3457.00,E5_0
v2596,208.00,173.22,3249.00,3457.00,E1_0
v2577,218.00,183.59,3239.00,3457.00,E5_0
v2595,212.00,176.74,3246.00,3458.00,E1_0
v2581,207.00,172.35,3252.00,3459.00,E5_0
v2598,204.00,169.07,3255.00,3459.00,E1_0
v2579,213.00,178.44,3246.00,3459.00,E5_0
v2597,208.00,172.84,3252.00,3460.00,E1_0
v2583,203.00,168.12,3258.00,3461.00,E5_0
v2600,200.00,165.21,3261.00,3461.00,E1_0
v2580,212.00,177.24,3249.00,3461.00,E5_0
v2599,204.00,168.66,3258.00,3462.00,E1_0
v2617,199.00,164.06,3264.00,3463.00,E5_0
v2602,196.00,161.06,3267.00,3463.00,E1_0
v2582,208.00,172.95,3255.00,3463.00,E5_0
v2601,199.00,164.38,3264.00,3463.00,E1_0
v2619,195.00,160.02,3270.00,3465.00,E5_0
v2604,192.00,157.03,3273.00,3465.00,E1_0
v2584,204.00,168.84,3261.00,3465.00,E5_0
v2603,195.00,160.02,3270.00,3465.00,E1_0
v2618,199.00,164.60,3267.00,3466.00,E5_0
v2620,196.00,160.88,3271.00,3467.00,E5_0
v2754,61.00,22.81,3423.00,3484.00,E3_0
v2753,64.00,25.94,3420.00,3484.00,E3_0
v2778,63.00,24.72,3423.00,3486.00,E7_0
v2777,66.00,27.07,3420.00,3486.00,E7_0
v2755,60.00,21.70,3426.00,3486.00,E3_0
v2756,58.00,18.93,3429.00,3487.00,E3_0
v2780,59.00,20.45,3429.00,3488.00,E7_0
v2758,53.00,14.58,3435.00,3488.00,E3_0
v2779,62.00,23.02,3426.00,3488.00,E7_0
v2757,56.00,17.62,3432.00,3488.00,E3_0
v2782,55.00,16.35,3435.00,3490.00,E7_0
v2760,49.00,10.30,3441.00,3490.00,E3_0
v2781,58.00,19.28,3432.00,3490.00,E7_0
v2759,52.00,13.76,3438.00,3490.00,E3_0
v2784,51.00,12.15,3441.00,3492.00,E7_0
v2783,54.00,15.22,3438.00,3492.00,E7_0
v2606,232.00,197.41,3279.00,3511.00,E1_0
v2605,235.00,200.22,3276.00,3511.00,E1_0
v2621,220.00,185.00,3293.00,3513.00,E5_0
v2607,231.00,196.47,3282.00,3513.00,E1_0
v2623,215.00,180.00,3299.00,3514.00,E5_0
v2608,230.00,194.70,3284.00,3514.00,E1_0
