id,duration,timeLoss,depart,arrival,departLane
v1199,53.00,14.31,1458.00,1511.00,E7_0
v1072,166.00,131.43,1365.00,1531.00,E1_0
v1071,169.00,134.32,1362.00,1531.00,E1_0
v1090,185.00,150.56,1348.00,1533.00,E5_0
v1106,150.00,115.18,1383.00,1533.00,E1_0
v1093,176.00,141.50,1357.00,1533.00,E5_0
v1105,153.00,118.27,1380.00,1533.00,E1_0
v1092,181.00,146.43,1354.00,1535.00,E5_0
v1108,147.00,112.23,1388.00,1535.00,E1_0
v1094,175.00,140.60,1360.00,1535.00,E5_0
v1107,150.00,115.10,1385.00,1535.00,E1_0
v1095,174.00,139.39,1363.00,1537.00,E5_0
v1110,143.00,108.05,1394.00,1537.00,E1_0
v1096,171.00,136.27,1366.00,1537.00,E5_0
v1109,146.00,110.98,1391.00,1537.00,E1_0
v1129,159.00,124.28,1380.00,1539.00,E5_0
v1112,139.00,103.94,1400.00,1539.00,E1_0
v1130,156.00,121.26,1383.00,1539.00,E5_0
v1111,142.00,106.89,1397.00,1539.00,E1_0
v1131,155.00,120.22,1386.00,1541.00,E5_0
v1114,134.00,98.86,1407.00,1541.00,E1_0
v1132,152.00,117.24,1389.00,1541.00,E5_0
v1113,138.00,102.76,1403.00,1541.00,E1_0
v1115,132.00,97.52,1410.00,1542.00,E1_0
v1116,129.00,94.53,1413.00,1542.00,E1_0
v1133,151.00,116.41,1392.00,1543.00,E5_0
v1134,148.00,113.15,1395.00,1543.00,E5_0
v1136,145.00,110.28,1401.00,1546.00,E5_0
v1218,58.00,19.57,1503.00,1561.00,E3_0
v1217,62.00,23.10,1500.00,1562.00,E3_0
v1220,54.00,15.73,1509.00,1563.00,E3_0
v1242,60.00,20.96,1503.00,1563.00,E7_0
v1241,63.00,24.34,1500.00,1563.00,E7_0
v1219,58.00,18.95,1506.00,1564.00,E3_0
v1244,56.00,17.20,1509.00,1565.00,E7_0
v1243,59.00,20.22,1506.00,1565.00,E7_0
v1221,53.00,14.80,1512.00,1565.00,E3_0
v1222,51.00,12.12,1515.00,1566.00,E3_0
v1224,46.00,7.75,1521.00,1567.00,E3_0
v1246,52.00,13.09,1515.00,1567.00,E7_0
v1245,55.00,16.09,1512.00,1567.00,E7_0
v1223,49.00,10.67,1518.00,1567.00,E3_0
v1248,47.00,8.82,1521.00,1568.00,E7_0
v1247,51.00,12.11,1518.00,1569.00,E7_0
v1118,169.00,134.35,1419.00,1588.00,E1_0
v1117,172.00,137.34,1416.00,1588.00,E1_0
v1120,165.00,130.42,1425.00,1590.00,E1_0
v1138,183.00,147.87,1407.00,1590.00,E5_0
v1135,192.00,157.70,1398.00,1590.00,E5_0
v1119,168.00,133.67,1422.00,1590.00,E1_0
v1154,149.00,114.49,1443.00,1592.00,E1_0
v1140,179.00,144.23,1413.00,1592.00,E5_0
v1153,152.00,117.48,1440.00,1592.00,E1_0
v1137,189.00,153.68,1404.00,1593.00,E5_0
v1156,145.00,110.34,1449.00,1594.00,E1_0
v1142,175.00,140.11,1419.00,1594.00,E5_0
v1155,148.00,113.34,1446.00,1594.00,E1_0
v1139,185.00,150.16,1410.00,1595.00,E5_0
v1158,141.00,106.09,1455.00,1596.00,E1_0
v1144,171.00,135.99,1425.00,1596.00,E5_0
v1157,144.00,109.08,1452.00,1596.00,E1_0
v1141,181.00,145.93,1416.00,1597.00,E5_0
v1160,137.00,101.95,1461.00,1598.00,E1_0
v1178,155.00,120.05,1443.00,1598.00,E5_0
v1159,140.00,104.92,1458.00,1598.00,E1_0
v1143,177.00,141.75,1422.00,1599.00,E5_0
v1162,133.00,98.06,1467.00,1600.00,E1_0
v1180,151.00,115.84,1449.00,1600.00,E5_0
v1177,160.00,125.62,1440.00,1600.00,E5_0
v1161,136.00,100.84,1464.00,1600.00,E1_0
v1182,147.00,112.04,1455.00,1602.00,E5_0
v1179,156.00,121.32,1446.00,1602.00,E5_0
v1164,129.00,93.86,1473.00,1602.00,E1_0
v1266,57.00,18.18,1563.00,1620.00,E3_0
v1265,60.00,21.06,1560.00,1620.00,E3_0
v1268,52.00,13.86,1569.00,1621.00,E3_0
v1290,58.00,18.99,1563.00,1621.00,E7_0
v1289,61.00,22.16,1560.00,1621.00,E7_0
v1267,56.00,16.95,1566.00,1622.00,E3_0
v1270,48.00,9.69,1575.00,1623.00,E3_0
v1292,54.00,15.10,1569.00,1623.00,E7_0
v1291,57.00,17.95,1566.00,1623.00,E7_0
v1269,51.00,12.64,1572.00,1623.00,E3_0
v1272,44.00,5.38,1581.00,1625.00,E3_0
v1294,50.00,11.02,1575.00,1625.00,E7_0
v1293,53.00,13.93,1572.00,1625.00,E7_0
v1271,47.00,8.43,1578.00,1625.00,E3_0
v1296,45.00,6.84,1581.00,1626.00,E7_0
v1295,49.00,10.05,1578.00,1627.00,E7_0
v1163,176.00,141.58,1470.00,1646.00,E1_0
v1166,168.00,132.85,1479.00,1647.00,E1_0
v1181,196.00,161.04,1452.00,1648.00,E5_0
v1165,172.00,137.47,1476.00,1648.00,E1_0
v1184,188.00,152.65,1461.00,1649.00,E5_0
v1168,164.00,128.77,1485.00,1649.00,E1_0
v1186,183.00,148.46,1467.00,1650.00,E5_0
v1202,147.00,112.56,1503.00,1650.00,E1_0
v1183,192.00,156.81,1458.00,1650.00,E5_0
v1167,168.00,133.34,1482.00,1650.00,E1_0
v1188,179.00,144.33,1473.00,1652.00,E5_0
v1204,142.00,107.50,1510.00,1652.00,E1_0
v1185,188.00,153.20,1464.00,1652.00,E5_0
v1201,152.00,117.46,1500.00,1652.00,E1_0
v1190,175.00,140.46,1479.00,1654.00,E5_0
v1187,184.00,149.03,1470.00,1654.00,E5_0
v1203,148.00,113.48,1506.00,1654.00,E1_0
v1206,139.00,104.11,1516.00,1655.00,E1_0
v1192,171.00,136.42,1485.00,1656.00,E5_0
v1189,180.00,144.78,1476.00,1656.00,E5_0
v1205,143.00,108.22,1513.00,1656.00,E1_0
v1208,135.00,99.95,1522.00,1657.00,E1_0
v1191,175.00,140.56,1482.00,1657.00,E5_0
v1226,155.00,120.18,1503.00,1658.00,E5_0
v1207,139.00,104.20,1519.00,1658.00,E1_0
v1210,131.00,95.80,1528.00,1659.00,E1_0
v1225,159.00,124.58,1500.00,1659.00,E5_0
v1228,151.00,115.90,1509.00,1660.00,E5_0
v1314,55.00,16.03,1623.00,1678.00,E3_0
v1313,58.00,19.14,1620.00,1678.00,E3_0
v1338,56.00,17.19,1623.00,1679.00,E7_0
v1337,59.00,20.14,1620.00,1679.00,E7_0
v1316,51.00,12.17,1629.00,1680.00,E3_0
v1315,54.00,15.20,1626.00,1680.00,E3_0
v1340,52.00,12.92,1629.00,1681.00,E7_0
v1339,55.00,16.48,1626.00,1681.00,E7_0
v1318,47.00,8.05,1635.00,1682.00,E3_0
v1342,47.00,8.83,1635.00,1682.00,E7_0
v1317,50.00,11.05,1632.00,1682.00,E3_0
v1319,45.00,6.83,1638.00,1683.00,E3_0
v1341,51.00,12.55,1632.00,1683.00,E7_0
v1343,46.00,7.57,1638.00,1684.00,E7_0
v1344,44.00,5.32,1641.00,1685.00,E7_0
v1320,44.00,4.97,1641.00,1685.00,E3_0
v1211,173.00,138.28,1531.00,1704.00,E1_0
v1209,180.00,144.84,1525.00,1705.00,E1_0
v1214,166.00,131.19,1540.00,1706.00,E1_0
v1230,191.00,156.11,1515.00,1706.00,E5_0
v1227,200.00,165.31,1506.00,1706.00,E5_0
v1212,173.00,137.69,1534.00,1707.00,E1_0
v1216,162.00,127.28,1546.00,1708.00,E1_0
v1232,187.00,151.93,1521.00,1708.00,E5_0
v1229,196.00,161.16,1512.00,1708.00,E5_0
v1213,172.00,137.17,1537.00,1709.00,E1_0
v1250,147.00,112.44,1563.00,1710.00,E1_0
v1234,183.00,147.89,1527.00,1710.00,E5_0
v1231,192.00,156.93,1518.00,1710.00,E5_0
v1215,168.00,133.11,1543.00,1711.00,E1_0
v1252,143.00,108.54,1569.00,1712.00,E1_0
v1236,179.00,144.11,1533.00,1712.00,E5_0
v1233,188.00,152.90,1524.00,1712.00,E5_0
v1235,183.00,148.59,1530.00,1713.00,E5_0
v1249,153.00,117.94,1560.00,1713.00,E1_0
v1254,139.00,104.26,1575.00,1714.00,E1_0
v1238,175.00,140.23,1539.00,1714.00,E5_0
v1237,179.00,144.37,1536.00,1715.00,E5_0
v1251,149.00,113.72,1566.00,1715.00,E1_0
v1256,135.00,99.98,1581.00,1716.00,E1_0
v1239,174.00,138.94,1542.00,1716.00,E5_0
v1253,144.00,109.42,1572.00,1716.00,E1_0
v1240,172.00,137.33,1545.00,1717.00,E5_0
v1273,158.00,122.83,1560.00,1718.00,E5_0
v1362,52.00,13.85,1683.00,1735.00,E3_0
v1361,55.00,16.40,1680.00,1735.00,E3_0
v1385,57.00,18.78,1680.00,1737.00,E7_0
v1364,48.00,9.79,1689.00,1737.00,E3_0
v1386,54.00,15.50,1683.00,1737.00,E7_0
v1363,51.00,12.37,1686.00,1737.00,E3_0
v1387,53.00,14.80,1686.00,1739.00,E7_0
v1366,44.00,5.96,1695.00,1739.00,E3_0
v1388,50.00,11.40,1689.00,1739.00,E7_0
v1365,47.00,8.34,1692.00,1739.00,E3_0
v1389,49.00,10.62,1692.00,1741.00,E7_0
v1390,46.00,7.19,1695.00,1741.00,E7_0
v1367,43.00,4.76,1698.00,1741.00,E3_0
v1391,45.00,6.08,1698.00,1743.00,E7_0
v1392,43.00,4.34,1701.00,1744.00,E7_0
v1368,43.00,4.54,1701.00,1744.00,E3_0
v1255,185.00,150.27,1578.00,1763.00,E1_0
v1258,176.00,140.75,1587.00,1763.00,E1_0
v1259,174.00,139.60,1590.00,1764.00,E1_0
v1275,198.00,162.91,1566.00,1764.00,E5_0
v1274,201.00,166.43,1563.00,1764.00,E5_0
v1257,181.00,146.10,1584.00,1765.00,E1_0
v1277,194.00,159.08,1572.00,1766.00,E5_0
v1276,197.00,162.42,1569.00,1766.00,E5_0
v1260,174.00,139.07,1593.00,1767.00,E1_0
v1261,171.00,135.79,1596.00,1767.00,E1_0
v1263,166.00,131.56,1602.00,1768.00,E1_0
v1279,190.00,154.94,1578.00,1768.00,E5_0
v1278,193.00,158.20,1575.00,1768.00,E5_0
v1262,170.00,135.03,1599.00,1769.00,E1_0
v1297,150.00,115.43,1620.00,1770.00,E1_0
v1281,186.00,150.80,1584.00,1770.00,E5_0
v1280,189.00,153.92,1581.00,1770.00,E5_0
v1264,166.00,131.19,1605.00,1771.00,E1_0
v1283,181.00,146.58,1590.00,1771.00,E5_0
v1299,146.00,111.36,1626.00,1772.00,E1_0
v1282,185.00,149.82,1587.00,1772.00,E5_0
v1298,150.00,115.02,1623.00,1773.00,E1_0
v1285,177.00,142.38,1596.00,1773.00,E5_0
v1284,180.00,145.45,1593.00,1773.00,E5_0
v1301,142.00,107.29,1632.00,1774.00,E1_0
v1300,146.00,110.72,1629.00,1775.00,E1_0
v1287,173.00,138.16,1602.00,1775.00,E5_0
v1286,176.00,141.25,1599.00,1775.00,E5_0
v1321,158.00,122.95,1620.00,1778.00,E5_0
v1409,54.00,15.86,1740.00,1794.00,E3_0
v1410,51.00,12.22,1743.00,1794.00,E3_0
v1434,52.00,13.72,1743.00,1795.00,E7_0
v1433,55.00,16.26,1740.00,1795.00,E7_0
v1411,50.00,11.69,1746.00,1796.00,E3_0
v1412,47.00,8.08,1749.00,1796.00,E3_0
v1436,48.00,9.62,1749.00,1797.00,E7_0
v1435,51.00,12.33,1746.00,1797.00,E7_0
v1413,46.00,7.51,1752.00,1798.00,E3_0
v1438,44.00,5.39,1755.00,1799.00,E7_0
v1414,44.00,5.19,1755.00,1799.00,E3_0
v1437,47.00,8.07,1752.00,1799.00,E7_0
v1415,44.00,5.17,1758.00,1802.00,E3_0
v1439,44.00,4.91,1758.00,1802.00,E7_0
v1440,43.00,4.45,1761.00,1804.00,E7_0
v1416,44.00,5.07,1761.00,1805.00,E3_0
v1303,182.00,147.59,1638.00,1820.00,E1_0
v1302,185.00,150.31,1635.00,1820.00,E1_0
v1323,195.00,160.60,1626.00,1821.00,E5_0
v1305,178.00,143.50,1644.00,1822.00,E1_0
v1288,217.00,181.76,1605.00,1822.00,E5_0
v1304,181.00,146.35,1641.00,1822.00,E1_0
v1322,200.00,165.54,1623.00,1823.00,E5_0
v1307,173.00,138.35,1651.00,1824.00,E1_0
v1325,192.00,157.07,1632.00,1824.00,E5_0
v1306,177.00,142.12,1647.00,1824.00,E1_0
v1324,196.00,161.47,1629.00,1825.00,E5_0
v1309,169.00,134.08,1657.00,1826.00,E1_0
v1327,188.00,153.11,1638.00,1826.00,E5_0
v1308,172.00,137.08,1654.00,1826.00,E1_0
v1311,165.00,130.05,1663.00,1828.00,E1_0
v1329,184.00,149.13,1644.00,1828.00,E5_0
v1326,193.00,157.89,1635.00,1828.00,E5_0
v1310,168.00,132.84,1660.00,1828.00,E1_0
v1312,163.00,128.60,1666.00,1829.00,E1_0
v1345,150.00,115.05,1680.00,1830.00,E1_0
v1331,180.00,144.95,1650.00,1830.00,E5_0
v1328,189.00,153.64,1641.00,1830.00,E5_0
v1330,184.00,149.56,1647.00,1831.00,E5_0
v1346,148.00,113.57,1683.00,1831.00,E1_0
v1347,146.00,110.89,1686.00,1832.00,E1_0
v1333,176.00,140.71,1656.00,1832.00,E5_0
v1335,172.00,137.37,1661.00,1833.00,E5_0
v1332,180.00,145.41,1653.00,1833.00,E5_0
v1348,144.00,109.39,1689.00,1833.00,E1_0
v1349,142.00,106.69,1692.00,1834.00,E1_0
v1369,155.00,120.27,1680.00,1835.00,E5_0
v1334,177.00,142.55,1658.00,1835.00,E5_0
v1458,49.00,10.04,1803.00,1852.00,E3_0
v1457,52.00,13.29,1800.00,1852.00,E3_0
v1482,50.00,11.46,1803.00,1853.00,E7_0
v1481,53.00,13.95,1800.00,1853.00,E7_0
v1460,45.00,5.90,1809.00,1854.00,E3_0
v1459,48.00,9.19,1806.00,1854.00,E3_0
v1484,46.00,7.35,1809.00,1855.00,E7_0
v1483,49.00,9.98,1806.00,1855.00,E7_0
v1461,44.00,5.34,1812.00,1856.00,E3_0
v1485,45.00,6.04,1812.00,1857.00,E7_0
v1486,43.00,4.44,1815.00,1858.00,E7_0
v1462,43.00,4.56,1815.00,1858.00,E3_0
v1487,43.00,4.75,1818.00,1861.00,E7_0
v1463,43.00,4.46,1818.00,1861.00,E3_0
v1488,44.00,5.31,1821.00,1865.00,E7_0
v1464,44.00,5.20,1821.00,1865.00,E3_0
v1351,180.00,145.49,1698.00,1878.00,E1_0
v1350,184.00,148.88,1695.00,1879.00,E1_0
v1336,216.00,181.54,1664.00,1880.00,E5_0
v1371,194.00,159.09,1686.00,1880.00,E5_0
v1353,177.00,142.06,1704.00,1881.00,E1_0
v1352,180.00,144.65,1701.00,1881.00,E1_0
v1370,199.00,164.47,1683.00,1882.00,E5_0
v1373,190.00,154.89,1692.00,1882.00,E5_0
v1355,172.00,137.33,1710.00,1882.00,E1_0
v1354,176.00,140.82,1707.00,1883.00,E1_0
v1375,185.00,150.63,1698.00,1883.00,E5_0
v1372,195.00,160.26,1689.00,1884.00,E5_0
v1356,171.00,136.41,1713.00,1884.00,E1_0
v1357,169.00,133.73,1716.00,1885.00,E1_0
v1377,181.00,146.41,1704.00,1885.00,E5_0
v1374,191.00,156.60,1695.00,1886.00,E5_0
v1358,167.00,132.29,1719.00,1886.00,E1_0
v1359,165.00,129.75,1722.00,1887.00,E1_0
v1379,177.00,142.18,1710.00,1887.00,E5_0
v1393,148.00,113.43,1740.00,1888.00,E1_0
v1360,163.00,128.31,1725.00,1888.00,E1_0
v1376,188.00,152.98,1701.00,1889.00,E5_0
v1380,177.00,142.43,1712.00,1889.00,E5_0
v1395,144.00,109.26,1746.00,1890.00,E1_0
v1394,147.00,112.03,1743.00,1890.00,E1_0
v1378,184.00,148.85,1707.00,1891.00,E5_0
v1383,166.00,131.26,1725.00,1891.00,E5_0
v1397,140.00,105.14,1752.00,1892.00,E1_0
v1396,143.00,108.03,1749.00,1892.00,E1_0
v1381,175.00,139.96,1718.00,1893.00,E5_0
v1384,165.00,130.15,1728.00,1893.00,E5_0
v1382,172.00,137.74,1722.00,1894.00,E5_0
v1419,149.00,114.60,1746.00,1895.00,E5_0
v1399,138.00,103.38,1758.00,1896.00,E1_0
v1398,141.00,106.13,1755.00,1896.00,E1_0
v1417,157.00,122.01,1740.00,1897.00,E5_0
v1421,145.00,110.62,1752.00,1897.00,E5_0
v1401,134.00,99.24,1764.00,1898.00,E1_0
v1400,137.00,102.00,1761.00,1898.00,E1_0
v1418,156.00,121.00,1743.00,1899.00,E5_0
v1423,141.00,106.35,1758.00,1899.00,E5_0
v1403,130.00,95.02,1770.00,1900.00,E1_0
v1402,133.00,97.79,1767.00,1900.00,E1_0
v1420,152.00,116.77,1749.00,1901.00,E5_0
v1425,138.00,103.18,1763.00,1901.00,E5_0
v1404,128.00,93.66,1773.00,1901.00,E1_0
v1422,147.00,112.48,1755.00,1902.00,E5_0
v1405,126.00,90.82,1776.00,1902.00,E1_0
v1407,121.00,86.66,1782.00,1903.00,E1_0
v1426,139.00,103.95,1764.00,1903.00,E5_0
v1406,124.00,89.44,1779.00,1903.00,E1_0
v1424,144.00,109.30,1760.00,1904.00,E5_0
v1428,124.00,89.67,1780.00,1904.00,E5_0
v1441,105.00,70.48,1800.00,1905.00,E1_0
v1408,120.00,85.20,1785.00,1905.00,E1_0
v1427,130.00,95.09,1776.00,1906.00,E5_0
v1430,120.00,85.46,1786.00,1906.00,E5_0
v1443,101.00,66.40,1806.00,1907.00,E1_0
v1442,104.00,69.02,1803.00,1907.00,E1_0
v1429,125.00,89.92,1783.00,1908.00,E5_0
v1432,116.00,81.27,1792.00,1908.00,E5_0
v1444,99.00,64.65,1809.00,1908.00,E1_0
v1431,120.00,85.63,1789.00,1909.00,E5_0
v1445,97.00,61.94,1812.00,1909.00,E1_0
v1466,107.00,71.93,1803.00,1910.00,E5_0
v1446,95.00,60.65,1815.00,1910.00,E1_0
v1465,111.00,76.50,1800.00,1911.00,E5_0
v1468,103.00,68.57,1809.00,1912.00,E5_0
v1506,56.00,17.39,1863.00,1919.00,E3_0
v1529,59.00,20.69,1860.00,1919.00,E7_0
v1505,59.00,20.01,1860.00,1919.00,E3_0
v1530,57.00,18.06,1863.00,1920.00,E7_0
v1508,52.00,13.16,1869.00,1921.00,E3_0
v1531,55.00,16.53,1866.00,1921.00,E7_0
v1507,55.00,16.08,1866.00,1921.00,E3_0
v1532,53.00,14.23,1869.00,1922.00,E7_0
v1510,48.00,9.00,1875.00,1923.00,E3_0
v1534,48.00,9.87,1875.00,1923.00,E7_0
v1533,51.00,12.41,1872.00,1923.00,E7_0
v1509,51.00,12.14,1872.00,1923.00,E3_0
v1535,47.00,8.35,1878.00,1925.00,E7_0
v1511,47.00,7.97,1878.00,1925.00,E3_0
v1512,45.00,5.91,1881.00,1926.00,E3_0
v1536,45.00,5.98,1881.00,1926.00,E7_0
v1448,126.00,91.27,1821.00,1947.00,E1_0
v1447,129.00,93.74,1818.00,1947.00,E1_0
v1449,124.00,89.49,1824.00,1948.00,E1_0
v1467,142.00,107.59,1806.00,1948.00,E5_0
v1450,122.00,87.05,1827.00,1949.00,E1_0
v1470,134.00,99.02,1815.00,1949.00,E5_0
v1451,120.00,85.29,1830.00,1950.00,E1_0
v1469,138.00,103.56,1812.00,1950.00,E5_0
v1472,130.00,94.94,1821.00,1951.00,E5_0
v1452,118.00,83.09,1833.00,1951.00,E1_0
v1474,117.00,82.66,1835.00,1952.00,E5_0
v1453,116.00,81.12,1836.00,1952.00,E1_0
v1471,134.00,99.48,1818.00,1952.00,E5_0
v1454,114.00,78.82,1839.00,1953.00,E1_0
v1476,113.00,78.45,1841.00,1954.00,E5_0
v1456,109.00,74.58,1845.00,1954.00,E1_0
v1455,112.00,76.96,1842.00,1954.00,E1_0
v1473,131.00,96.33,1823.00,1954.00,E5_0
v1478,109.00,74.24,1847.00,1956.00,E5_0
v1490,93.00,58.42,1863.00,1956.00,E1_0
v1489,96.00,60.90,1860.00,1956.00,E1_0
v1475,118.00,83.23,1838.00,1956.00,E5_0
v1480,105.00,70.09,1853.00,1958.00,E5_0
v1492,89.00,54.25,1869.00,1958.00,E1_0
v1491,92.00,57.03,1866.00,1958.00,E1_0
v1477,114.00,79.24,1844.00,1958.00,E5_0
v1514,97.00,62.60,1863.00,1960.00,E5_0
v1479,111.00,75.98,1850.00,1961.00,E5_0
v1553,56.00,17.55,1920.00,1976.00,E3_0
v1554,54.00,15.36,1923.00,1977.00,E3_0
v1578,55.00,16.46,1923.00,1978.00,E7_0
v1577,58.00,19.35,1920.00,1978.00,E7_0
v1555,52.00,13.46,1926.00,1978.00,E3_0
v1556,50.00,11.06,1929.00,1979.00,E3_0
v1558,45.00,6.84,1935.00,1980.00,E3_0
v1580,51.00,12.27,1929.00,1980.00,E7_0
v1579,54.00,15.23,1926.00,1980.00,E7_0
v1557,48.00,9.22,1932.00,1980.00,E3_0
v1582,47.00,8.37,1935.00,1982.00,E7_0
v1581,50.00,11.01,1932.00,1982.00,E7_0
v1559,44.00,5.05,1938.00,1982.00,E3_0
v1584,43.00,4.62,1941.00,1984.00,E7_0
v1583,46.00,6.99,1938.00,1984.00,E7_0
v1560,44.00,5.64,1941.00,1985.00,E3_0
v1493,132.00,97.47,1872.00,2004.00,E1_0
v1494,129.00,94.55,1875.00,2004.00,E1_0
v1495,128.00,93.39,1878.00,2006.00,E1_0
v1516,137.00,102.03,1869.00,2006.00,E5_0
v1513,146.00,110.94,1860.00,2006.00,E5_0
v1496,126.00,90.86,1881.00,2007.00,E1_0
v1518,133.00,97.91,1875.00,2008.00,E5_0
v1515,142.00,106.79,1866.00,2008.00,E5_0
v1497,125.00,89.93,1884.00,2009.00,E1_0
v1517,137.00,102.53,1872.00,2009.00,E5_0
v1499,119.00,83.94,1890.00,2009.00,E1_0
v1498,123.00,88.61,1887.00,2010.00,E1_0
v1520,129.00,93.79,1881.00,2010.00,E5_0
v1521,129.00,94.53,1882.00,2011.00,E5_0
v1519,133.00,98.37,1878.00,2011.00,E5_0
v1500,118.00,82.95,1893.00,2011.00,E1_0
v1502,113.00,78.35,1899.00,2012.00,E1_0
v1501,116.00,81.57,1896.00,2012.00,E1_0
v1522,122.00,87.26,1891.00,2013.00,E5_0
v1504,109.00,74.12,1905.00,2014.00,E1_0
v1523,120.00,85.02,1894.00,2014.00,E5_0
v1503,112.00,77.36,1902.00,2014.00,E1_0
v1524,118.00,83.18,1897.00,2015.00,E5_0
v1538,93.00,57.90,1923.00,2016.00,E1_0
v1525,116.00,81.04,1900.00,2016.00,E5_0
v1537,96.00,61.14,1920.00,2016.00,E1_0
v1526,114.00,79.05,1903.00,2017.00,E5_0
v1527,112.00,76.73,1906.00,2018.00,E5_0
v1528,111.00,75.79,1909.00,2020.00,E5_0
v1602,52.00,13.54,1983.00,2035.00,E3_0
v1601,55.00,16.06,1980.00,2035.00,E3_0
v1626,53.00,14.41,1983.00,2036.00,E7_0
v1625,56.00,17.06,1980.00,2036.00,E7_0
v1604,48.00,9.34,1989.00,2037.00,E3_0
v1603,51.00,12.17,1986.00,2037.00,E3_0
v1628,49.00,10.28,1989.00,2038.00,E7_0
v1627,52.00,13.46,1986.00,2038.00,E7_0
v1606,44.00,5.34,1995.00,2039.00,E3_0
v1605,47.00,7.96,1992.00,2039.00,E3_0
v1630,45.00,6.25,1995.00,2040.00,E7_0
v1629,48.00,9.28,1992.00,2040.00,E7_0
v1631,44.00,4.98,1998.00,2042.00,E7_0
v1607,44.00,5.01,1998.00,2042.00,E3_0
v1632,43.00,4.85,2001.00,2044.00,E7_0
v1608,44.00,5.24,2001.00,2045.00,E3_0
v1540,132.00,97.44,1929.00,2061.00,E1_0
v1539,136.00,101.16,1926.00,2062.00,E1_0
v1542,128.00,93.61,1935.00,2063.00,E1_0
v1561,143.00,108.12,1920.00,2063.00,E5_0
v1562,140.00,105.19,1923.00,2063.00,E5_0
v1541,132.00,96.84,1932.00,2064.00,E1_0
v1563,139.00,104.21,1926.00,2065.00,E5_0
v1564,136.00,101.51,1929.00,2065.00,E5_0
v1543,128.00,93.06,1938.00,2066.00,E1_0
v1544,125.00,89.74,1941.00,2066.00,E1_0
v1546,120.00,85.47,1947.00,2067.00,E1_0
v1565,135.00,99.96,1932.00,2067.00,E5_0
v1545,124.00,88.84,1944.00,2068.00,E1_0
v1566,133.00,97.90,1935.00,2068.00,E5_0
v1547,119.00,84.50,1950.00,2069.00,E1_0
v1548,116.00,81.29,1953.00,2069.00,E1_0
v1567,131.00,96.08,1938.00,2069.00,E5_0
v1568,128.00,93.62,1941.00,2069.00,E5_0
v1549,115.00,80.42,1956.00,2071.00,E1_0
v1550,112.00,77.28,1959.00,2071.00,E1_0
v1569,127.00,92.04,1944.00,2071.00,E5_0
v1570,124.00,89.50,1947.00,2071.00,E5_0
v1551,111.00,76.21,1962.00,2073.00,E1_0
v1552,108.00,73.14,1965.00,2073.00,E1_0
v1571,123.00,87.81,1950.00,2073.00,E5_0
v1572,120.00,85.30,1953.00,2073.00,E5_0
v1573,118.00,83.55,1956.00,2074.00,E5_0
v1574,116.00,81.10,1959.00,2075.00,E5_0
v1650,50.00,10.97,2043.00,2093.00,E3_0
v1649,53.00,13.97,2040.00,2093.00,E3_0
v1652,45.00,6.77,2049.00,2094.00,E3_0
v1674,51.00,12.26,2043.00,2094.00,E7_0
v1673,54.00,15.61,2040.00,2094.00,E7_0
v1651,48.00,9.65,2046.00,2094.00,E3_0
v1653,44.00,5.55,2052.00,2096.00,E3_0
v1676,47.00,8.15,2049.00,2096.00,E7_0
v1675,50.00,11.40,2046.00,2096.00,E7_0
v1678,43.00,4.76,2055.00,2098.00,E7_0
v1677,46.00,7.18,2052.00,2098.00,E7_0
v1654,44.00,5.11,2055.00,2099.00,E3_0
v1679,43.00,4.32,2058.00,2101.00,E7_0
v1655,43.00,4.78,2058.00,2101.00,E3_0
v1656,43.00,4.71,2061.00,2104.00,E3_0
v1680,44.00,5.11,2061.00,2105.00,E7_0
v1586,138.00,103.04,1982.00,2120.00,E1_0
v1585,140.00,104.83,1980.00,2120.00,E1_0
v1576,156.00,121.63,1965.00,2121.00,E5_0
v1575,159.00,124.03,1962.00,2121.00,E5_0
v1588,133.00,97.73,1989.00,2122.00,E1_0
v1587,136.00,100.76,1986.00,2122.00,E1_0
v1610,140.00,105.61,1983.00,2123.00,E5_0
v1590,128.00,93.56,1995.00,2123.00,E1_0
v1609,143.00,107.92,1980.00,2123.00,E5_0
v1589,131.00,96.59,1992.00,2123.00,E1_0
v1612,136.00,101.53,1989.00,2125.00,E5_0
v1592,124.00,89.49,2001.00,2125.00,E1_0
v1611,139.00,104.22,1986.00,2125.00,E5_0
v1591,127.00,92.35,1998.00,2125.00,E1_0
v1615,128.00,93.48,1999.00,2127.00,E5_0
v1594,120.00,85.12,2007.00,2127.00,E1_0
v1613,135.00,100.05,1992.00,2127.00,E5_0
v1593,123.00,88.18,2004.00,2127.00,E1_0
v1616,127.00,92.25,2002.00,2129.00,E5_0
v1596,116.00,80.95,2013.00,2129.00,E1_0
v1614,133.00,97.87,1996.00,2129.00,E5_0
v1595,119.00,83.94,2010.00,2129.00,E1_0
v1618,122.00,87.12,2009.00,2131.00,E5_0
v1598,112.00,77.00,2019.00,2131.00,E1_0
v1617,126.00,90.79,2005.00,2131.00,E5_0
v1597,115.00,79.85,2016.00,2131.00,E1_0
v1620,117.00,82.65,2015.00,2132.00,E5_0
v1619,121.00,85.86,2012.00,2133.00,E5_0
v1599,111.00,76.07,2022.00,2133.00,E1_0
v1698,46.00,7.58,2103.00,2149.00,E3_0
